Brand,Model,Release_Year,Category,Price_USD,Screen_Size_Inches,Processor_Type,RAM_GB,Storage_GB,OS,Battery_Capacity_mAh,Typical_Capacity_mAh,Rated_Capacity_mAh,Battery_Life_Hours,Standby_Time_Hours,Talk_Time_Hours,Video_Playback_Hours,Web_Browsing_Hours,Music_Playback_Hours,Gaming_Test_Hours,Usage_Scenario,Battery_Endurance_Rating,Battery_Type,Removable_Battery,Charging_Time_0_to_100,Charging_Time_0_to_50,Charging_Wattage,Charging_Technology,Fast_Charging_Supported,Fast_Charging_Tech,Wireless_Charging,Wireless_Charging_Wattage,Reverse_Wireless_Charging,Battery_Health_Percentage,Cycle_Count,Temperature_While_Charging_C,Discharge_Rate_mAh_per_hour,Idle_Discharge_Per_Hour,Thermal_Throttling_Effect,Battery_Saver_Mode_Available,Battery_Saver_Mode_Effect,Power_Consumption_Watt,Efficiency_Score,Refresh_Rate_Hz
Motorola,Motorola Max29,2021,Budget,1056.69,6.8,Apple A16 Bionic,12,64,Android 13,4000,4023,3931,12.4,630,37,18.7,17.5,62,8.9,Mixed,125h,Li-Po,Yes,36,34,33,SuperVOOC,Yes,SuperVOOC,No,0,Yes,87,507,41.7,522.9,13.4,Yes,Yes,0.11,7.72,0.0031,144
Asus,Asus Note12,2023,Midrange,662.18,6.4,Apple A16 Bionic,6,64,Android 12,4500,4598,4443,8.9,351,16,16.8,8.1,62,9.2,Mixed,117h,Li-Ion,Yes,46,33,65,Turbo Charge,Yes,Turbo Charge,No,10,Yes,94,253,42.7,441.8,11.0,Yes,Yes,0.33,6.1,0.002,60
Apple,Apple Max11,2021,Budget,989.79,6.1,MediaTek Dimensity 9200,8,64,Android 11,4500,4592,4434,13.4,466,23,15.6,14.9,84,7.4,Idle,122h,Li-Po,No,109,33,25,Turbo Charge,Yes,Turbo Charge,No,5,Yes,89,80,31.7,287.4,16.3,Yes,No,0.24,2.81,0.003,90
Google,Google Note20,2022,Budget,316.81,5.5,Snapdragon 778G,16,128,Android 11,4000,4075,3912,17.3,598,36,9.2,8.8,93,4.7,Mixed,120h,Li-Po,No,74,22,45,Fast Charge,Yes,Fast Charge,Yes,0,Yes,86,476,44.0,219.0,7.5,No,No,0.38,2.01,0.0043,144
Realme,Realme A15,2023,Budget,1079.07,6.5,Apple A15 Bionic,6,256,iOS 17,4500,4506,4498,16.7,351,23,10.0,13.3,60,7.5,Idle,103h,Li-Ion,No,38,60,18,Turbo Charge,Yes,Turbo Charge,Yes,0,No,85,460,44.1,282.6,7.6,No,No,0.15,5.08,0.0037,90
OnePlus,OnePlus Max11,2023,Budget,426.37,6.1,Exynos 2100,4,64,iOS 15,5000,5010,4958,14.7,558,27,11.0,16.0,69,5.8,Mixed,88h,Li-Ion,Yes,75,20,45,Fast Charge,Yes,Fast Charge,Yes,5,No,97,252,42.2,596.6,7.6,No,Yes,0.27,2.75,0.0029,144
Google,Google Max11,2024,Midrange,1031.48,6.4,Snapdragon 778G,4,256,iOS 16,3000,3057,2955,8.6,562,23,15.8,9.5,95,8.9,Browsing,130h,Li-Ion,No,36,53,45,Warp Charge,Yes,Warp Charge,No,20,No,89,289,42.5,592.2,19.7,No,No,0.28,2.33,0.0029,144
Realme,Realme S18,2022,Flagship,299.84,6.5,Exynos 2100,8,128,Android 12,3000,3017,2979,7.3,343,19,17.4,12.7,51,4.0,Browsing,83h,Li-Po,No,31,23,18,Turbo Charge,Yes,Turbo Charge,Yes,20,Yes,95,373,35.0,533.9,12.5,Yes,Yes,0.4,5.61,0.0024,90
Vivo,Vivo A5,2023,Flagship,677.1,5.5,Apple A15 Bionic,12,64,Android 13,4000,4034,3912,10.6,697,22,18.2,11.5,66,9.1,Mixed,129h,Li-Po,Yes,44,33,25,Fast Charge,Yes,Fast Charge,Yes,20,No,95,455,31.1,318.5,7.6,Yes,No,0.38,3.71,0.0027,60
Google,Google Note6,2021,Flagship,402.66,5.5,Snapdragon 778G,6,512,Android 13,4000,4052,3937,17.7,442,24,15.3,17.5,58,6.3,Idle,110h,Li-Po,Yes,112,33,33,Turbo Charge,Yes,Turbo Charge,No,15,No,98,428,36.3,268.9,12.6,No,Yes,0.37,5.0,0.0044,90
Xiaomi,Xiaomi X4,2021,Midrange,1345.8,6.5,Snapdragon 8 Gen 1,8,64,Android 11,4500,4584,4472,12.7,305,38,18.4,14.8,68,8.8,Video,116h,Li-Ion,No,90,40,45,VOOC,Yes,VOOC,No,20,No,89,379,34.3,460.5,7.6,No,Yes,0.12,5.51,0.0028,90
Vivo,Vivo Note4,2021,Budget,415.38,6.7,MediaTek Dimensity 9200,16,512,iOS 15,3000,3099,2986,12.6,684,37,16.7,11.5,85,8.5,Gaming,98h,Li-Po,Yes,117,40,25,Fast Charge,Yes,Fast Charge,Yes,15,No,89,31,44.4,365.8,14.7,Yes,No,0.28,4.27,0.0042,120
Google,Google Note6,2023,Flagship,308.32,5.5,MediaTek Dimensity 9200,8,256,iOS 16,4000,4047,3959,17.2,731,23,14.3,9.7,60,5.3,Idle,88h,Li-Po,No,63,46,33,VOOC,Yes,VOOC,No,15,No,94,146,30.9,362.4,9.7,No,No,0.18,2.23,0.0043,60
Realme,Realme X24,2019,Midrange,643.56,6.8,Apple A16 Bionic,6,256,iOS 16,4500,4565,4470,10.2,566,28,18.1,9.2,99,6.0,Idle,101h,Li-Po,Yes,31,26,33,VOOC,Yes,VOOC,Yes,0,No,94,200,36.3,526.5,18.3,No,No,0.31,5.62,0.0023,120
Oppo,Oppo S13,2020,Budget,391.82,6.5,Exynos 2100,16,512,Android 13,4000,4094,3917,10.6,580,37,8.1,9.2,80,7.2,Idle,97h,Li-Ion,Yes,115,24,25,VOOC,Yes,VOOC,Yes,10,No,91,504,41.3,248.6,7.9,Yes,No,0.12,4.72,0.0027,120
Xiaomi,Xiaomi S30,2019,Midrange,515.46,6.5,MediaTek Dimensity 9200,6,256,Android 14,6000,6039,5974,17.6,639,19,18.3,12.6,91,7.8,Idle,80h,Li-Po,No,86,38,45,Fast Charge,Yes,Fast Charge,No,20,Yes,91,122,38.0,364.6,10.7,Yes,Yes,0.21,4.18,0.0029,90
Oppo,Oppo X8,2024,Budget,1133.82,6.4,Apple A16 Bionic,12,256,Android 11,6000,6009,5990,10.3,506,37,8.9,12.3,70,8.3,Video,82h,Li-Po,No,119,40,65,Turbo Charge,Yes,Turbo Charge,No,10,Yes,85,364,30.0,432.3,9.5,No,Yes,0.34,2.65,0.0017,90
Xiaomi,Xiaomi X18,2023,Flagship,1454.91,6.0,Snapdragon 778G,8,512,iOS 15,3000,3046,2957,10.1,588,16,19.4,7.5,93,7.4,Mixed,123h,Li-Ion,No,80,28,45,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,20,Yes,93,314,33.4,535.3,10.0,No,No,0.25,6.26,0.0034,90
Asus,Asus S11,2022,Flagship,500.48,6.8,MediaTek Dimensity 9200,6,256,iOS 15,4500,4594,4486,11.8,309,36,10.7,15.3,60,6.1,Gaming,126h,Li-Ion,Yes,63,51,10,SuperVOOC,No,,Yes,20,Yes,98,150,33.9,306.8,19.4,Yes,No,0.19,3.79,0.0026,144
Realme,Realme S2,2018,Midrange,537.52,6.7,Apple A15 Bionic,8,512,iOS 15,6000,6048,5928,17.0,605,39,18.9,15.9,97,7.9,Gaming,129h,Li-Po,No,62,18,25,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,5,No,95,432,36.1,488.8,16.4,Yes,No,0.2,7.05,0.0028,90
Xiaomi,Xiaomi Max19,2022,Flagship,1087.93,6.1,Snapdragon 8 Gen 1,6,256,iOS 15,4500,4580,4476,11.6,497,17,14.5,13.9,80,7.1,Browsing,122h,Li-Po,No,48,45,33,Quick Charge 4.0,Yes,Quick Charge 4.0,No,0,No,85,162,33.6,402.7,14.0,Yes,No,0.11,5.06,0.0026,60
Asus,Asus Pro26,2021,Flagship,1301.1,6.5,Exynos 2100,16,64,iOS 17,4000,4017,3945,8.8,343,21,17.9,17.5,100,9.5,Browsing,85h,Li-Ion,Yes,88,57,33,SuperVOOC,Yes,SuperVOOC,No,10,Yes,86,370,32.0,506.3,5.3,No,No,0.16,7.41,0.0022,144
OnePlus,OnePlus Max16,2023,Flagship,1390.93,6.4,Exynos 2100,6,64,Android 11,4000,4085,3930,7.2,673,20,12.4,14.0,69,8.9,Video,89h,Li-Po,No,68,30,25,Fast Charge,Yes,Fast Charge,No,10,No,94,349,31.3,290.6,15.1,Yes,Yes,0.27,2.35,0.0018,60
Realme,Realme X12,2023,Flagship,1473.84,6.7,MediaTek Dimensity 9200,16,64,Android 11,4000,4023,3937,12.8,759,33,18.1,13.8,63,3.5,Mixed,96h,Li-Po,No,83,16,65,Warp Charge,Yes,Warp Charge,Yes,15,No,88,330,39.2,470.3,17.8,No,Yes,0.27,5.27,0.0032,120
Vivo,Vivo A17,2018,Flagship,1031.53,6.5,Snapdragon 8 Gen 1,16,128,Android 11,3500,3527,3472,11.0,323,39,16.9,9.9,97,7.5,Browsing,95h,Li-Po,No,78,37,10,Quick Charge 4.0,No,,Yes,5,No,93,252,38.9,516.3,7.6,No,No,0.31,2.3,0.0031,120
OnePlus,OnePlus A1,2021,Midrange,111.99,6.7,Exynos 2100,6,64,Android 13,4500,4566,4459,8.2,303,23,10.6,15.3,64,7.4,Idle,87h,Li-Ion,No,101,35,10,Fast Charge,No,,No,0,No,86,106,38.4,597.7,13.6,Yes,Yes,0.29,5.77,0.0018,90
Vivo,Vivo Pro11,2024,Midrange,1370.91,6.0,Tensor G2,4,128,Android 11,3000,3072,2925,11.0,695,26,8.9,9.7,64,7.5,Browsing,119h,Li-Ion,Yes,84,47,18,Turbo Charge,Yes,Turbo Charge,No,10,Yes,87,131,34.7,499.1,13.5,No,No,0.31,5.74,0.0037,90
Vivo,Vivo Note24,2022,Budget,1372.9,6.1,Snapdragon 778G,6,64,Android 14,3500,3586,3477,7.4,796,23,8.4,7.1,57,8.8,Browsing,109h,Li-Po,No,30,29,120,Turbo Charge,Yes,Turbo Charge,Yes,0,No,90,193,31.2,279.9,7.7,Yes,Yes,0.13,6.93,0.0021,90
Asus,Asus Max6,2024,Midrange,874.28,6.7,Apple A16 Bionic,6,256,Android 11,6000,6065,5963,15.5,466,21,12.1,15.4,66,5.8,Video,115h,Li-Ion,Yes,90,25,65,VOOC,Yes,VOOC,No,5,Yes,86,291,41.3,245.4,9.9,Yes,Yes,0.36,4.03,0.0026,90
Asus,Asus A18,2020,Budget,750.34,6.0,Exynos 2100,4,512,iOS 15,6000,6021,5997,11.8,438,26,10.7,11.6,70,5.4,Browsing,87h,Li-Po,Yes,64,48,45,Fast Charge,Yes,Fast Charge,Yes,5,Yes,90,240,33.4,575.9,14.8,Yes,Yes,0.31,3.34,0.002,90
Samsung,Samsung X26,2022,Budget,321.34,6.4,Snapdragon 778G,16,128,Android 13,4000,4004,3946,7.1,483,25,13.2,12.2,66,6.2,Idle,107h,Li-Po,No,101,46,45,Warp Charge,Yes,Warp Charge,No,5,Yes,96,493,33.8,409.4,8.0,No,Yes,0.2,3.23,0.0018,144
Vivo,Vivo Pro29,2019,Flagship,1449.48,6.5,Tensor G2,6,128,Android 11,4000,4056,3921,14.5,697,34,15.8,10.2,59,6.8,Video,103h,Li-Ion,No,106,27,18,Fast Charge,Yes,Fast Charge,No,0,Yes,95,578,33.9,544.9,15.3,No,No,0.21,2.52,0.0036,60
Vivo,Vivo S7,2020,Midrange,1037.77,6.0,MediaTek Dimensity 9200,4,64,Android 14,3500,3536,3480,8.3,631,39,9.9,13.2,98,6.1,Browsing,86h,Li-Po,No,74,55,25,SuperVOOC,Yes,SuperVOOC,No,10,No,96,225,41.8,250.7,11.1,Yes,No,0.25,6.17,0.0024,120
Realme,Realme A8,2019,Budget,1441.21,6.7,MediaTek Dimensity 9200,8,128,Android 12,4500,4597,4403,16.3,585,17,8.7,8.9,60,3.7,Idle,98h,Li-Po,No,85,17,65,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,0,Yes,86,345,34.5,594.4,17.8,Yes,Yes,0.22,7.33,0.0036,120
Oppo,Oppo X20,2018,Flagship,1046.67,6.0,Snapdragon 8 Gen 1,6,128,Android 12,6000,6071,5988,14.5,739,16,8.0,16.2,75,3.4,Browsing,122h,Li-Ion,Yes,42,22,45,Fast Charge,Yes,Fast Charge,Yes,0,Yes,87,177,44.9,268.8,14.8,Yes,No,0.28,3.75,0.0024,120
Vivo,Vivo S12,2020,Budget,744.12,6.8,Snapdragon 8 Gen 1,16,128,Android 11,3000,3076,2964,13.1,712,24,11.2,8.7,53,4.3,Video,95h,Li-Ion,No,66,33,65,Warp Charge,Yes,Warp Charge,No,0,Yes,85,481,33.2,400.6,17.0,Yes,Yes,0.1,6.17,0.0044,144
Google,Google X18,2020,Flagship,1371.97,6.1,Apple A16 Bionic,16,64,Android 14,3500,3524,3480,5.5,650,25,13.3,16.2,100,4.8,Mixed,130h,Li-Po,No,47,43,120,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,10,No,100,219,33.6,362.4,19.8,No,Yes,0.13,6.55,0.0016,60
Xiaomi,Xiaomi A8,2021,Midrange,1432.88,6.4,Snapdragon 8 Gen 1,16,128,iOS 15,3500,3559,3452,16.5,576,36,16.2,17.2,58,4.5,Browsing,94h,Li-Po,Yes,101,37,33,VOOC,Yes,VOOC,Yes,5,No,93,418,40.5,319.3,15.3,No,No,0.39,7.4,0.0047,60
Oppo,Oppo Max21,2018,Budget,1063.06,5.5,Apple A15 Bionic,6,128,Android 12,3000,3084,2952,12.2,626,24,13.8,7.9,80,7.2,Mixed,109h,Li-Ion,No,113,56,120,VOOC,Yes,VOOC,Yes,10,Yes,92,362,32.3,502.3,9.6,No,Yes,0.16,2.41,0.0041,120
Apple,Apple A12,2022,Budget,375.58,6.4,Exynos 2100,12,128,iOS 17,5000,5085,4966,5.3,390,20,16.0,17.2,60,7.8,Video,112h,Li-Po,Yes,116,48,18,VOOC,Yes,VOOC,No,10,No,99,209,44.0,319.2,8.5,Yes,No,0.36,3.68,0.0011,90
Samsung,Samsung Note25,2020,Budget,1235.58,6.8,Exynos 2100,16,512,Android 14,4500,4535,4476,12.0,414,34,11.8,8.8,58,6.1,Gaming,94h,Li-Ion,No,49,21,65,Fast Charge,Yes,Fast Charge,No,0,Yes,97,15,38.1,521.1,9.8,Yes,Yes,0.36,5.07,0.0027,60
Motorola,Motorola S30,2021,Flagship,459.35,6.1,Tensor G2,8,64,iOS 15,3500,3551,3400,13.1,788,19,15.2,15.9,71,9.7,Browsing,93h,Li-Ion,Yes,108,42,10,SuperVOOC,No,,No,20,No,90,494,32.3,512.2,16.8,Yes,No,0.23,5.69,0.0037,90
Asus,Asus Pro24,2019,Budget,521.25,6.0,Apple A15 Bionic,8,128,Android 14,3500,3566,3468,8.2,550,25,16.9,9.0,87,5.8,Video,91h,Li-Po,No,55,35,10,Fast Charge,No,,Yes,10,Yes,86,456,38.8,450.1,5.5,No,Yes,0.21,3.67,0.0023,60
Motorola,Motorola A13,2018,Budget,1371.79,6.4,Snapdragon 8 Gen 1,6,512,iOS 17,3500,3509,3489,16.4,748,19,10.9,8.1,84,5.0,Video,89h,Li-Ion,No,35,57,18,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,5,No,98,41,32.4,307.0,11.3,No,Yes,0.39,7.73,0.0047,144
Google,Google S2,2018,Budget,173.13,6.4,Snapdragon 8 Gen 1,16,128,Android 12,6000,6017,5914,13.3,451,29,14.1,7.3,67,5.1,Gaming,93h,Li-Po,Yes,96,22,18,Warp Charge,Yes,Warp Charge,Yes,10,Yes,94,573,32.6,271.9,19.4,Yes,No,0.12,4.79,0.0022,60
Asus,Asus Pro12,2018,Midrange,436.74,6.7,Snapdragon 8 Gen 1,4,256,iOS 16,4500,4500,4500,6.3,635,22,9.8,17.8,75,7.6,Video,105h,Li-Po,Yes,55,32,18,Quick Charge 4.0,Yes,Quick Charge 4.0,No,15,Yes,91,455,30.3,539.2,13.5,Yes,Yes,0.23,3.28,0.0014,90
Oppo,Oppo Note29,2019,Budget,1273.02,6.8,Apple A15 Bionic,6,128,Android 14,3500,3521,3469,8.3,779,20,11.3,7.8,50,9.8,Mixed,91h,Li-Ion,Yes,51,48,25,Turbo Charge,Yes,Turbo Charge,Yes,10,Yes,90,189,33.1,444.9,12.0,Yes,Yes,0.15,7.71,0.0024,144
Oppo,Oppo X6,2018,Budget,878.43,6.5,Exynos 2100,6,256,iOS 16,4500,4545,4471,11.4,689,32,9.9,16.6,60,10.0,Idle,80h,Li-Ion,No,96,48,33,VOOC,Yes,VOOC,Yes,0,Yes,97,562,32.3,519.1,16.9,No,Yes,0.16,5.28,0.0025,60
Oppo,Oppo Pro5,2021,Budget,104.46,6.1,Snapdragon 778G,6,64,iOS 16,3500,3598,3434,12.3,479,20,13.9,14.8,81,9.9,Idle,109h,Li-Ion,No,38,27,18,VOOC,Yes,VOOC,Yes,5,Yes,92,214,30.8,465.2,10.2,No,Yes,0.17,5.84,0.0035,90
Samsung,Samsung S21,2022,Midrange,199.94,6.1,Exynos 2100,16,64,Android 12,4000,4045,3950,14.5,646,25,9.6,10.2,60,4.3,Browsing,83h,Li-Po,No,69,20,10,Turbo Charge,No,,No,5,No,85,431,32.4,596.6,13.4,No,Yes,0.31,4.86,0.0036,90
Oppo,Oppo A5,2021,Midrange,1281.68,6.5,Tensor G2,16,512,Android 14,6000,6048,5980,9.2,635,20,14.4,16.0,66,8.4,Gaming,99h,Li-Ion,Yes,34,30,120,VOOC,Yes,VOOC,Yes,5,Yes,86,59,31.7,391.1,9.7,No,Yes,0.32,6.19,0.0015,90
Oppo,Oppo S28,2018,Midrange,315.31,6.0,MediaTek Dimensity 9200,12,512,iOS 15,3500,3511,3489,12.4,698,31,16.3,14.8,65,9.6,Video,115h,Li-Ion,No,96,58,10,Fast Charge,No,,Yes,20,No,93,298,42.2,267.5,6.6,No,No,0.25,4.84,0.0035,120
Oppo,Oppo Max18,2021,Midrange,862.3,6.4,Apple A15 Bionic,8,128,Android 12,6000,6004,5931,10.7,557,27,9.7,13.9,52,6.6,Mixed,102h,Li-Po,No,62,49,18,Warp Charge,Yes,Warp Charge,No,5,Yes,94,190,40.6,423.4,6.3,Yes,No,0.32,3.4,0.0018,144
OnePlus,OnePlus Pro11,2024,Midrange,1079.96,6.0,Exynos 2100,12,64,iOS 16,3500,3519,3403,15.1,610,32,11.0,13.4,96,3.0,Video,93h,Li-Po,No,47,57,33,SuperVOOC,Yes,SuperVOOC,No,15,No,92,468,43.1,477.9,19.2,No,No,0.35,2.25,0.0043,60
OnePlus,OnePlus A3,2021,Flagship,146.05,6.1,Snapdragon 8 Gen 1,4,128,Android 13,3000,3004,2906,15.7,301,22,9.8,15.8,100,6.5,Video,83h,Li-Po,No,75,26,10,VOOC,No,,No,10,No,93,260,44.4,407.1,8.0,Yes,Yes,0.13,7.73,0.0052,120
OnePlus,OnePlus A20,2022,Budget,1431.91,6.0,Snapdragon 8 Gen 1,6,128,Android 13,3500,3514,3440,11.2,752,33,17.7,17.4,85,5.0,Browsing,109h,Li-Po,No,94,20,10,SuperVOOC,No,,No,0,No,97,186,32.6,582.0,18.1,No,Yes,0.19,2.39,0.0032,90
Oppo,Oppo Note18,2018,Midrange,210.65,6.7,Tensor G2,16,512,Android 12,5000,5024,4968,9.4,458,38,12.0,14.3,79,6.4,Video,114h,Li-Ion,No,47,52,33,VOOC,Yes,VOOC,No,15,No,94,149,38.7,588.3,5.3,No,No,0.39,5.71,0.0019,144
Apple,Apple A23,2019,Budget,749.91,6.8,Exynos 2100,4,512,iOS 16,6000,6016,5984,6.6,734,26,10.4,7.7,71,8.5,Idle,129h,Li-Po,No,106,44,120,Quick Charge 4.0,Yes,Quick Charge 4.0,No,0,No,97,169,40.6,364.5,9.7,Yes,Yes,0.34,4.35,0.0011,120
Asus,Asus A28,2022,Budget,888.57,6.5,Exynos 2100,4,512,iOS 17,4500,4581,4494,9.0,316,40,10.5,16.1,81,8.0,Browsing,115h,Li-Ion,Yes,59,40,65,Warp Charge,Yes,Warp Charge,No,0,No,94,284,40.5,486.9,11.5,Yes,Yes,0.16,5.08,0.002,144
OnePlus,OnePlus Max26,2022,Budget,575.93,6.5,Snapdragon 778G,16,512,Android 12,4000,4027,3942,10.1,630,40,15.8,8.3,92,8.8,Gaming,126h,Li-Ion,Yes,95,36,25,VOOC,Yes,VOOC,No,5,Yes,98,349,43.8,525.3,19.1,No,No,0.22,7.38,0.0025,144
Asus,Asus S3,2021,Budget,243.98,6.4,MediaTek Dimensity 9200,8,512,Android 13,5000,5051,4915,14.0,699,40,11.6,11.9,95,3.4,Idle,100h,Li-Po,Yes,119,57,18,VOOC,Yes,VOOC,No,5,No,90,379,40.1,576.1,6.5,Yes,Yes,0.26,4.3,0.0028,60
Google,Google S5,2022,Midrange,1372.25,6.1,Apple A15 Bionic,4,128,Android 13,3500,3576,3494,9.4,774,22,10.4,10.4,84,9.2,Gaming,124h,Li-Ion,Yes,105,50,45,Turbo Charge,Yes,Turbo Charge,Yes,5,Yes,91,372,42.5,371.9,14.5,No,Yes,0.36,3.97,0.0027,144
Oppo,Oppo S5,2020,Midrange,1405.34,6.4,Exynos 2100,8,64,Android 12,3000,3072,2906,6.3,468,36,8.1,17.5,62,6.0,Gaming,80h,Li-Po,No,47,40,18,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,0,No,96,500,40.0,470.7,8.4,No,Yes,0.12,7.2,0.0021,144
Google,Google X6,2022,Flagship,1481.65,6.5,Snapdragon 8 Gen 1,4,512,Android 13,6000,6011,5921,8.9,553,28,13.7,13.1,87,3.9,Idle,128h,Li-Po,No,94,40,45,VOOC,Yes,VOOC,Yes,10,No,87,530,31.6,554.6,7.6,Yes,No,0.35,4.67,0.0015,120
OnePlus,OnePlus Max1,2024,Midrange,971.43,6.7,Apple A15 Bionic,4,128,iOS 17,4500,4540,4483,10.1,571,17,9.2,14.3,58,5.1,Mixed,85h,Li-Ion,Yes,114,58,120,VOOC,Yes,VOOC,Yes,15,No,91,432,32.3,518.9,10.1,No,No,0.27,2.89,0.0022,90
Samsung,Samsung S12,2021,Flagship,1458.19,6.1,Apple A15 Bionic,8,256,Android 13,3500,3516,3490,16.6,331,34,8.1,13.5,76,6.4,Video,113h,Li-Po,No,52,53,18,Quick Charge 4.0,Yes,Quick Charge 4.0,No,15,No,93,390,40.1,513.8,17.2,No,Yes,0.31,2.51,0.0047,120
Apple,Apple Note12,2024,Midrange,1051.23,6.4,Snapdragon 778G,12,128,Android 13,3000,3052,2995,5.2,401,32,9.6,11.5,88,8.8,Video,96h,Li-Ion,No,78,36,120,Turbo Charge,Yes,Turbo Charge,No,0,No,94,400,40.2,415.8,5.0,Yes,No,0.1,5.29,0.0017,90
Samsung,Samsung X16,2022,Flagship,117.8,6.4,Snapdragon 778G,12,128,iOS 15,6000,6060,5962,11.0,683,27,16.0,15.1,50,3.3,Browsing,91h,Li-Ion,Yes,97,49,25,SuperVOOC,Yes,SuperVOOC,No,15,No,91,152,40.6,462.8,15.5,Yes,Yes,0.14,2.7,0.0018,90
Realme,Realme S20,2018,Flagship,1229.81,6.8,Apple A15 Bionic,6,64,Android 13,4500,4505,4453,7.2,763,23,17.6,12.1,77,3.6,Idle,105h,Li-Ion,No,102,47,33,Warp Charge,Yes,Warp Charge,No,20,No,99,304,38.6,408.7,14.3,Yes,No,0.11,5.3,0.0016,120
Asus,Asus Note25,2020,Flagship,894.23,6.0,Tensor G2,12,512,iOS 17,6000,6047,5977,8.1,529,20,13.3,12.5,51,5.1,Gaming,120h,Li-Ion,Yes,52,45,18,Quick Charge 4.0,Yes,Quick Charge 4.0,No,15,Yes,99,295,31.4,582.1,14.7,No,Yes,0.14,6.57,0.0013,144
Realme,Realme Note7,2020,Budget,1066.48,6.7,Snapdragon 778G,12,512,Android 13,4500,4502,4474,17.1,719,37,19.5,17.1,80,4.1,Browsing,128h,Li-Po,No,66,53,25,Warp Charge,Yes,Warp Charge,Yes,5,Yes,93,220,44.7,316.4,13.6,Yes,Yes,0.18,5.66,0.0038,90
Samsung,Samsung Pro30,2020,Midrange,244.02,6.7,Tensor G2,4,64,iOS 16,4500,4502,4426,16.4,676,24,11.6,13.9,71,3.7,Gaming,120h,Li-Po,Yes,117,56,65,VOOC,Yes,VOOC,No,20,No,87,444,36.7,302.5,8.8,No,Yes,0.35,7.1,0.0036,120
Apple,Apple X8,2024,Budget,1047.1,6.5,Apple A16 Bionic,4,512,iOS 16,5000,5036,4927,6.3,420,34,13.9,9.8,58,3.6,Mixed,96h,Li-Ion,Yes,69,37,65,Warp Charge,Yes,Warp Charge,Yes,5,No,97,237,44.0,329.8,19.6,Yes,Yes,0.37,6.14,0.0013,144
Asus,Asus Max14,2023,Flagship,879.64,6.7,Apple A16 Bionic,12,512,iOS 17,4500,4524,4442,10.5,582,39,16.2,12.0,53,9.9,Idle,110h,Li-Po,No,39,17,120,SuperVOOC,Yes,SuperVOOC,No,20,No,87,220,36.6,397.9,7.2,Yes,Yes,0.16,7.05,0.0023,144
Vivo,Vivo Note25,2022,Midrange,917.12,5.5,Snapdragon 778G,4,64,iOS 16,5000,5059,4929,7.0,342,29,12.9,16.7,71,6.6,Video,124h,Li-Po,Yes,115,58,33,Fast Charge,Yes,Fast Charge,No,20,Yes,96,510,30.5,447.6,11.2,Yes,Yes,0.28,5.89,0.0014,60
Apple,Apple Pro6,2020,Budget,1079.35,6.1,MediaTek Dimensity 9200,12,512,iOS 16,3500,3514,3404,11.2,781,22,16.2,9.2,62,4.7,Mixed,130h,Li-Ion,Yes,116,45,10,SuperVOOC,No,,Yes,10,Yes,96,98,39.9,276.7,13.8,Yes,Yes,0.28,7.12,0.0032,60
OnePlus,OnePlus Max18,2024,Midrange,523.56,6.0,Snapdragon 8 Gen 1,16,512,iOS 16,3000,3025,2964,8.3,377,15,15.0,16.6,51,3.5,Idle,91h,Li-Ion,No,87,20,65,SuperVOOC,Yes,SuperVOOC,Yes,0,No,93,233,34.3,319.0,13.8,No,Yes,0.26,5.96,0.0028,144
Realme,Realme S29,2019,Budget,459.22,5.5,Apple A16 Bionic,8,256,Android 13,4000,4026,3929,12.5,302,25,13.6,11.9,72,7.7,Browsing,105h,Li-Ion,Yes,85,17,18,Warp Charge,Yes,Warp Charge,Yes,5,Yes,89,519,42.3,230.0,9.3,No,No,0.1,5.1,0.0031,60
Asus,Asus Pro2,2018,Midrange,1012.02,6.1,Apple A15 Bionic,4,128,Android 12,5000,5010,4946,11.5,405,15,13.6,8.5,52,7.2,Gaming,124h,Li-Ion,Yes,90,41,25,Fast Charge,Yes,Fast Charge,No,5,Yes,99,233,30.3,216.1,15.5,Yes,No,0.13,7.49,0.0023,120
Oppo,Oppo Max11,2024,Budget,835.6,6.0,Tensor G2,4,256,Android 14,3000,3089,2924,7.2,555,33,11.6,12.5,68,9.8,Video,107h,Li-Ion,Yes,45,39,18,Turbo Charge,Yes,Turbo Charge,No,0,Yes,96,542,44.5,305.6,13.8,Yes,No,0.11,5.47,0.0024,120
Oppo,Oppo Max13,2021,Midrange,857.28,6.5,Snapdragon 8 Gen 1,8,128,Android 13,4000,4020,3921,17.6,751,18,13.9,10.3,62,3.5,Video,115h,Li-Ion,Yes,93,52,18,SuperVOOC,Yes,SuperVOOC,No,20,Yes,89,530,35.1,508.3,13.6,No,Yes,0.25,7.7,0.0044,90
Google,Google Note4,2018,Flagship,234.28,6.0,Snapdragon 8 Gen 1,4,512,Android 14,3000,3048,2925,10.9,580,20,9.6,11.6,99,5.9,Gaming,102h,Li-Po,No,61,50,33,Fast Charge,Yes,Fast Charge,No,10,Yes,85,321,41.6,537.5,6.5,No,No,0.13,5.81,0.0036,60
